ens_id	chr	start	end	strand	cpg_den	cpg_sum
ENSMUSG00000073422	chr17	34024546	34029546	-	0.0454	227
ENSMUSG00000073423	chr17	33627934	33632934	+	0.0186	93
ENSMUSG00000073424	chr17	32691989	32696989	+	0.0084	42
ENSMUSG00000073427	chr10	82386068	82391068	+	0.009	45
ENSMUSG00000073433	chr17	26199506	26204506	-	0.038	190
ENSMUSG00000073434	chr17	25850636	25855636	-	0.0206	103
ENSMUSG00000073435	chr17	24894511	24899511	+	0.0406	203
ENSMUSG00000073436	chr17	24889286	24894286	-	0.0152	76
ENSMUSG00000073448	chr17	21688395	21693395	+	0.0034	17
ENSMUSG00000073457	chr17	13231220	13236220	+	0.0078	39
ENSMUSG00000073458	chr17	13221923	13226923	+	0.0078	39
ENSMUSG00000073460	chr17	12896951	12901951	-	0.012	60
ENSMUSG00000073468	chr17	8351477	8356477	+	0.0088	44
ENSMUSG00000073471	chr17	7960238	7965238	+	0.0084	42
ENSMUSG00000073481	chr1	184827259	184832259	-	0.015	75
ENSMUSG00000073486	chr1	179801526	179806526	+	0.039	195
ENSMUSG00000073489	chr1	173754618	173759618	-	0.004	20
ENSMUSG00000073490	chr1	173730087	173735087	-	0.0066	33
ENSMUSG00000073491	chr1	173580278	173585278	-	0.0088	44
ENSMUSG00000073492	chr1	171894450	171899450	+	0.008	40
ENSMUSG00000073494	chr1	170240678	170245678	+	0.0062	31
ENSMUSG00000073497	chr5	94359914	94364914	+	0.007	35
ENSMUSG00000073514	chr18	89532805	89537805	-	0.003	15
ENSMUSG00000073530	chr1	158843608	158848608	-	0.0102	51
ENSMUSG00000073532	chr18	77183131	77188131	-	0.0344	172
ENSMUSG00000073542	chr18	67626866	67631866	-	0.0082	41
ENSMUSG00000073551	chr18	62671963	62676963	-	0.0026	13
ENSMUSG00000073555	chr18	60227450	60232450	+	0.0044	22
ENSMUSG00000073557	chr1	134852800	134857800	-	0.007	35
ENSMUSG00000073563	chr18	53906398	53911398	+	0.0066	33
ENSMUSG00000073565	chr18	51208769	51213769	+	0.0046	23
ENSMUSG00000073568	chr18	46927602	46932602	+	0.0132	66
ENSMUSG00000073572	chr18	44201141	44206141	+	0.0036	18
ENSMUSG00000073573	chr18	44190611	44195611	-	0.0026	13
ENSMUSG00000073574	chr18	41990125	41995125	-	0.009	45
ENSMUSG00000073591	chr18	37518675	37523675	+	0.0268	134
ENSMUSG00000073598	chr18	35714547	35719547	+	0.006	30
ENSMUSG00000073599	chr18	35715221	35720221	-	0.0062	31
ENSMUSG00000073600	chr18	35650294	35655294	-	0.0534	267
ENSMUSG00000073601	chr1	107272286	107277286	-	0.0042	21
ENSMUSG00000073602	chr1	107213650	107218650	-	0.0044	22
ENSMUSG00000073608	chr1	94001328	94006328	+	0.0064	32
ENSMUSG00000073609	chr1	93836128	93841128	+	0.0094	47
ENSMUSG00000073610	chr18	33465805	33470805	+	0.0112	56
ENSMUSG00000073616	chr1	92637065	92642065	-	0.0242	121
ENSMUSG00000073631	chr1	85097849	85102849	+	0.01	50
ENSMUSG00000073633	chr1	84867664	84872664	+	0.0094	47
ENSMUSG00000073639	chr18	6775218	6780218	+	0.0056	28
ENSMUSG00000073640	chr18	6330327	6335327	+	0.007	35
ENSMUSG00000073643	chr1	79736702	79741702	-	0.016	80
ENSMUSG00000073650	chr1	74363214	74368214	+	0.0108	54
ENSMUSG00000073658	chr1	65078753	65083753	-	0.0112	56
ENSMUSG00000073664	chr1	60256963	60261963	+	0.005	25
ENSMUSG00000073676	chr1	55087219	55092219	+	0.0368	184
ENSMUSG00000073678	chr1	54512839	54517839	-	0.0078	39
ENSMUSG00000073680	chr4	155781232	155786232	-	0.0212	106
ENSMUSG00000073682	chr4	155627410	155632410	-	0.0132	66
ENSMUSG00000073684	chr4	155250744	155255744	+	0.0122	61
ENSMUSG00000073700	chr4	152010741	152015741	+	0.0208	104
ENSMUSG00000073702	chr1	39367376	39372376	+	0.0312	156
ENSMUSG00000073705	chr4	149129875	149134875	-	0.0206	103
ENSMUSG00000073721	chr4	144372846	144377846	-	0.0068	34
ENSMUSG00000073722	chr1	26682137	26687137	-	0.004	20
ENSMUSG00000073723	chr4	144105787	144110787	+	0.0068	34
ENSMUSG00000073724	chr4	144061726	144066726	+	0.0036	18
ENSMUSG00000073725	chr1	24719965	24724965	+	0.0164	82
ENSMUSG00000073730	chr1	23098863	23103863	-	0.015	75
ENSMUSG00000073733	chr4	141217856	141222856	+	0.0184	92
ENSMUSG00000073735	chr1	18234458	18239458	-	0.003	15
ENSMUSG00000073747	chr4	134194404	134199404	-	0.0144	72
ENSMUSG00000073752	chr4	130305918	130310918	-	0.0252	126
ENSMUSG00000073755	chr4	126609594	126614594	+	0.0204	102
ENSMUSG00000073758	chr4	126154546	126159546	-	0.0114	57
ENSMUSG00000073761	chr4	123858922	123863922	+	0.01	50
ENSMUSG00000073764	chr4	121318116	121323116	-	0.0034	17
ENSMUSG00000073768	chr4	118891597	118896597	+	0.0052	26
ENSMUSG00000073769	chr4	118865678	118870678	+	0.0052	26
ENSMUSG00000073771	chr4	117119972	117124972	-	0.0234	117
ENSMUSG00000073774	chr4	115884463	115889463	+	0.0084	42
ENSMUSG00000073775	chr4	108846099	108851099	+	0.0266	133
ENSMUSG00000073785	chr7	142226883	142231883	-	0.0038	19
ENSMUSG00000073786	chr7	142209724	142214724	+	0.0042	21
ENSMUSG00000073789	chr4	101017997	101022997	-	0.006	30
ENSMUSG00000073791	chr4	99868493	99873493	+	0	0
ENSMUSG00000073792	chr4	99737062	99742062	+	0.0098	49
ENSMUSG00000073794	chr4	98818657	98823657	-	0.0142	71
ENSMUSG00000073795	chr7	139973029	139978029	-	0.0124	62
ENSMUSG00000073802	chr4	89306160	89311160	-	0.0248	124
ENSMUSG00000073804	chr7	135263322	135268322	+	0.008	40
ENSMUSG00000073805	chr7	134907678	134912678	-	0.0138	69
ENSMUSG00000073811	chr4	88600478	88605478	-	0.002	10
ENSMUSG00000073830	chr4	61299511	61304511	-	0.007	35
ENSMUSG00000073834	chr4	60657938	60662938	-	0.0068	34
ENSMUSG00000073838	chr7	126486546	126491546	+	0.0232	116
ENSMUSG00000073842	chr4	60065972	60070972	-	0.006	30
ENSMUSG00000073856	chr7	118911702	118916702	+	0.0078	39
ENSMUSG00000073876	chr4	42161222	42166222	-	0.0154	77
ENSMUSG00000073877	chr4	42153637	42158637	+	0.0256	128
ENSMUSG00000073878	chr4	42112867	42117867	+	0.0104	52
ENSMUSG00000073888	chr4	41769357	41774357	-	0.0256	128
ENSMUSG00000073889	chr4	41732231	41737231	+	0.008	40
ENSMUSG00000073893	chr7	107900332	107905332	+	0.0036	18
ENSMUSG00000073894	chr7	107207680	107212680	+	0.0482	241
ENSMUSG00000073896	chr7	107141954	107146954	+	0.0028	14
ENSMUSG00000073897	chr7	107094014	107099014	+	0.0046	23
ENSMUSG00000073898	chr7	107033584	107038584	+	0.0044	22
ENSMUSG00000073899	chr7	106909633	106914633	+	0.003	15
ENSMUSG00000073900	chr7	106864553	106869553	+	0.0028	14
ENSMUSG00000073901	chr7	106842283	106847283	+	0.006	30
ENSMUSG00000073906	chr7	105366292	105371292	+	0.006	30
ENSMUSG00000073907	chr7	105312913	105317913	+	0.0034	17
ENSMUSG00000073909	chr7	105286077	105291077	+	0.0042	21
ENSMUSG00000073910	chr4	35050779	35055779	-	0.0142	71
ENSMUSG00000073913	chr7	105065557	105070557	+	0.003	15
ENSMUSG00000073914	chr7	105052689	105057689	+	0.0054	27
ENSMUSG00000073915	chr7	105032724	105037724	+	0.0064	32
ENSMUSG00000073916	chr7	104934858	104939858	+	0.004	20
ENSMUSG00000073917	chr7	104877968	104882968	+	0.0036	18
ENSMUSG00000073920	chr7	104686427	104691427	+	0.0024	12
ENSMUSG00000073922	chr7	104668350	104673350	+	0.0032	16
ENSMUSG00000073923	chr7	104628637	104633637	+	0.0072	36
ENSMUSG00000073924	chr7	104615279	104620279	+	0.0078	39
ENSMUSG00000073925	chr7	104586371	104591371	+	0.007	35
ENSMUSG00000073926	chr7	104578215	104583215	+	0.0058	29
ENSMUSG00000073927	chr7	104562267	104567267	+	0.0046	23
ENSMUSG00000073928	chr7	104549777	104554777	+	0.0072	36
ENSMUSG00000073931	chr7	104104819	104109819	+	0.0072	36
ENSMUSG00000073932	chr7	104036258	104041258	+	0.0054	27
ENSMUSG00000073937	chr7	103944200	103949200	+	0.0082	41
ENSMUSG00000073938	chr7	103934963	103939963	+	0.0096	48
ENSMUSG00000073940	chr7	103810760	103815760	-	0.004	20
ENSMUSG00000073943	chr7	103680702	103685702	+	0.0036	18
ENSMUSG00000073944	chr7	103600217	103605217	+	0.0028	14
ENSMUSG00000073945	chr7	103592775	103597775	+	0.0032	16
ENSMUSG00000073946	chr7	103577428	103582428	+	0.0108	54
ENSMUSG00000073947	chr7	103557438	103562438	+	0.0046	23
ENSMUSG00000073948	chr7	103468117	103473117	+	0.0084	42
ENSMUSG00000073949	chr7	103448788	103453788	+	0.0082	41
ENSMUSG00000073950	chr7	103335240	103340240	+	0.0076	38
ENSMUSG00000073951	chr7	103324228	103329228	+	0.0034	17
ENSMUSG00000073952	chr7	103317057	103322057	+	0.0048	24
ENSMUSG00000073953	chr7	103306715	103311715	+	0.004	20
ENSMUSG00000073954	chr7	103217154	103222154	+	0.004	20
ENSMUSG00000073955	chr7	103209853	103214853	+	0.0048	24
ENSMUSG00000073956	chr7	103186384	103191384	+	0.0056	28
ENSMUSG00000073959	chr7	103082600	103087600	+	0.0036	18
ENSMUSG00000073960	chr7	103049279	103054279	+	0.0046	23
ENSMUSG00000073961	chr7	103038532	103043532	+	0.0046	23
ENSMUSG00000073962	chr7	102966410	102971410	+	0.0042	21
ENSMUSG00000073963	chr7	102924008	102929008	+	0.0054	27
ENSMUSG00000073964	chr7	102895643	102900643	+	0.0028	14
ENSMUSG00000073965	chr7	102875092	102880092	+	0.0062	31
ENSMUSG00000073966	chr7	102771539	102776539	+	0.0036	18
ENSMUSG00000073967	chr7	102695808	102700808	+	0.0076	38
ENSMUSG00000073968	chr7	102679954	102684954	-	0.0092	46
ENSMUSG00000073969	chr7	102666584	102671584	+	0.0072	36
ENSMUSG00000073970	chr7	102656796	102661796	+	0.0074	37
ENSMUSG00000073971	chr7	102637993	102642993	+	0.007	35
ENSMUSG00000073972	chr7	102612249	102617249	-	0.0058	29
ENSMUSG00000073973	chr7	102600447	102605447	+	0.007	35
ENSMUSG00000073974	chr7	102585198	102590198	-	0.0078	39
ENSMUSG00000073975	chr7	102574726	102579726	+	0.0104	52
ENSMUSG00000073977	chr7	102550356	102555356	+	0.008	40
ENSMUSG00000073978	chr7	102540893	102545893	+	0.0068	34
ENSMUSG00000073979	chr7	102532716	102537716	+	0.0078	39
ENSMUSG00000073982	chr7	102245088	102250088	-	0.0198	99
ENSMUSG00000073987	chr4	20051901	20056901	+	0.006	30
ENSMUSG00000073988	chr4	20016861	20021861	+	0.006	30
ENSMUSG00000073991	chr4	18988990	18993990	-	0.0058	29
ENSMUSG00000073995	chr4	11977912	11982912	-	0.0068	34
ENSMUSG00000073997	chr7	99763914	99768914	+	0.0106	53
ENSMUSG00000073998	chr7	99730836	99735836	+	0.0104	52
ENSMUSG00000074001	chr9	121778212	121783212	+	0.0198	99
ENSMUSG00000074003	chr7	98456447	98461447	+	0.012	60
ENSMUSG00000074004	chr7	98193449	98198449	-	0.0262	131
ENSMUSG00000074006	chr7	98141930	98146930	-	0.02	100
ENSMUSG00000074011	chr5	94444718	94449718	+	0.005	25
ENSMUSG00000074028	chr9	119198536	119203536	-	0.013	65
ENSMUSG00000074029	chr9	119157915	119162915	+	0.012	60
ENSMUSG00000074030	chr8	124892906	124897906	-	0.0382	191
ENSMUSG00000074037	chr8	123406425	123411425	+	0.0174	87
ENSMUSG00000074059	chr9	109687217	109692217	-	0.0076	38
ENSMUSG00000074060	chr9	109557932	109562932	-	0.003	15
ENSMUSG00000074061	chr9	109483764	109488764	-	0.004	20
ENSMUSG00000074062	chr9	109438228	109443228	-	0.0068	34
ENSMUSG00000074063	chr8	119437690	119442690	+	0.0164	82
ENSMUSG00000074064	chr8	119400490	119405490	+	0.0156	78
ENSMUSG00000074071	chr7	68315965	68320965	+	0.018	90
ENSMUSG00000074088	chr4	130372579	130377579	+	0.014	70
ENSMUSG00000074093	chr7	51999094	52004094	-	0.0114	57
ENSMUSG00000074102	chr9	106881673	106886673	-	0.0376	188
ENSMUSG00000074109	chr7	48486470	48491470	-	0.019	95
ENSMUSG00000074111	chr7	47241354	47246354	-	0.0044	22
ENSMUSG00000074115	chr7	46739238	46744238	-	0.0076	38
ENSMUSG00000074121	chr7	45412937	45417937	+	0.0318	159
ENSMUSG00000074123	chr9	98901370	98906370	+	0.0078	39
ENSMUSG00000074127	chr8	104284611	104289611	-	0.0066	33
ENSMUSG00000074129	chr7	45124659	45129659	-	0.0324	162
ENSMUSG00000074139	chr9	92331126	92336126	+	0.0084	42
ENSMUSG00000074141	chr7	44826098	44831098	+	0.0124	62
ENSMUSG00000074151	chr8	94478314	94483314	+	0.0074	37
ENSMUSG00000074155	chr7	43844076	43849076	+	0.009	45
ENSMUSG00000074156	chr8	93363284	93368284	-	0.0048	24
ENSMUSG00000074158	chr7	42623557	42628557	-	0.0034	17
ENSMUSG00000074165	chr7	41639866	41644866	+	0.0046	23
ENSMUSG00000074166	chr7	41486882	41491882	-	0.0094	47
ENSMUSG00000074170	chr7	38219994	38224994	-	0.0186	93
ENSMUSG00000074178	chr8	86743651	86748651	+	0.0418	209
ENSMUSG00000074179	chr9	78295224	78300224	+	0.0072	36
ENSMUSG00000074182	chr3	145588000	145593000	+	0.0092	46
ENSMUSG00000074183	chr9	78234170	78239170	+	0.0074	37
ENSMUSG00000074194	chr8	85113324	85118324	-	0.009	45
ENSMUSG00000074195	chr3	144919225	144924225	-	0.0056	28
ENSMUSG00000074199	chr7	30786996	30791996	+	0.0188	94
ENSMUSG00000074203	chr8	84722425	84727425	+	0.0166	83
ENSMUSG00000074206	chr3	138347818	138352818	+	0.0098	49
ENSMUSG00000074207	chr3	138273344	138278344	+	0.01	50
ENSMUSG00000074210	chr7	30320106	30325106	+	0.024	120
ENSMUSG00000074211	chr7	30320150	30325150	-	0.024	120
ENSMUSG00000074212	chr3	137889616	137894616	+	0.0098	49
ENSMUSG00000074213	chr9	70654555	70659555	+	0.0306	153
ENSMUSG00000074215	chr8	84061849	84066849	-	0.0176	88
ENSMUSG00000074217	chr8	84008696	84013696	-	0.0424	212
ENSMUSG00000074218	chr7	30182611	30187611	+	0.014	70
ENSMUSG00000074219	chr8	83941267	83946267	-	0.0074	37
ENSMUSG00000074220	chr7	30125946	30130946	+	0.01	50
ENSMUSG00000074221	chr7	30003618	30008618	+	0.0078	39
ENSMUSG00000074227	chr7	29266617	29271617	-	0.0094	47
ENSMUSG00000074228	chr8	83163125	83168125	-	0.0296	148
ENSMUSG00000074232	chr9	66795556	66800556	+	0.0108	54
ENSMUSG00000074238	chr3	127819765	127824765	-	0.0114	57
ENSMUSG00000074240	chr8	72206086	72211086	-	0.0064	32
ENSMUSG00000074247	chr8	71470148	71475148	+	0.0164	82
ENSMUSG00000074248	chr3	121674372	121679372	+	0.0086	43
ENSMUSG00000074254	chr7	26308628	26313628	+	0.0086	43
ENSMUSG00000074259	chr9	59697009	59702009	+	0.0098	49
ENSMUSG00000074261	chr7	25612756	25617756	-	0.0146	73
ENSMUSG00000074264	chr3	113578704	113583704	-	0.0038	19
ENSMUSG00000074268	chr3	113250507	113255507	-	0.0026	13
ENSMUSG00000074269	chr9	58695907	58700907	-	0.011	55
ENSMUSG00000074272	chr7	25467155	25472155	-	0.0066	33
ENSMUSG00000074277	chr7	24617530	24622530	+	0.0152	76
ENSMUSG00000074282	chr7	24306685	24311685	-	0.0104	52
ENSMUSG00000074283	chr7	24230066	24235066	-	0.0122	61
ENSMUSG00000074291	chr7	23538684	23543684	+	0.0048	24
ENSMUSG00000074300	chr8	65105088	65110088	-	0.0122	61
ENSMUSG00000074302	chr8	65073756	65078756	+	0.0114	57
ENSMUSG00000074305	chr9	56307096	56312096	-	0.0042	21
ENSMUSG00000074311	chr7	22080982	22085982	+	0.01	50
ENSMUSG00000074322	chr7	21612038	21617038	+	0.005	25
ENSMUSG00000074336	chr7	19677281	19682281	-	0.0104	52
ENSMUSG00000074340	chr3	105978067	105983067	+	0.0072	36
ENSMUSG00000074342	chr3	105926011	105931011	-	0.0116	58
ENSMUSG00000074344	chr3	105894972	105899972	+	0.012	60
ENSMUSG00000074345	chr9	54043396	54048396	-	0.0076	38
ENSMUSG00000074358	chr7	18898149	18903149	-	0.0112	56
ENSMUSG00000074359	chr7	18608922	18613922	-	0.0068	34
ENSMUSG00000074361	chr7	16236869	16241869	-	0.0164	82
ENSMUSG00000074364	chr7	15954762	15959762	-	0.0198	99
ENSMUSG00000074365	chr7	15890818	15895818	+	0.0034	17
ENSMUSG00000074366	chr7	15752465	15757465	+	0.0044	22
ENSMUSG00000074369	chr7	15391133	15396133	+	0.0038	19
ENSMUSG00000074375	chr7	14092745	14097745	-	0.0058	29
ENSMUSG00000074377	chr7	13947141	13952141	-	0.0064	32
ENSMUSG00000074378	chr7	13459645	13464645	+	0.0022	11
ENSMUSG00000074384	chr8	36992068	36997068	+	0.0156	78
ENSMUSG00000074397	chr9	44434954	44439954	-	0.01	50
ENSMUSG00000074401	chr7	5451619	5456619	-	0.005	25
ENSMUSG00000074402	chr7	5144359	5149359	-	0.0038	19
ENSMUSG00000074403	chr3	96266397	96271397	+	0.029	145
ENSMUSG00000074405	chr7	5026072	5031072	+	0.0296	148
ENSMUSG00000074406	chr7	4916109	4921109	+	0.0256	128
ENSMUSG00000074417	chr7	3888681	3893681	-	0.0074	37
ENSMUSG00000074419	chr7	3818734	3823734	-	0.0058	29
ENSMUSG00000074424	chr3	94173802	94178802	-	0.0044	22
ENSMUSG00000074433	chr3	92965171	92970171	+	0.0064	32
ENSMUSG00000074434	chr8	21580983	21585983	+	0.004	20
ENSMUSG00000074435	chr3	92583932	92588932	-	0.004	20
ENSMUSG00000074437	chr8	21323953	21328953	-	0.005	25
ENSMUSG00000074439	chr8	21295407	21300407	+	0.0056	28
ENSMUSG00000074440	chr8	21285393	21290393	+	0.0062	31
ENSMUSG00000074441	chr8	21247655	21252655	+	0.0048	24
ENSMUSG00000074442	chr8	21189581	21194581	+	0.0068	34
ENSMUSG00000074443	chr8	21160263	21165263	+	0.0048	24
ENSMUSG00000074444	chr8	21132620	21137620	+	0.009	45
ENSMUSG00000074445	chr3	92285911	92290911	+	0.0052	26
ENSMUSG00000074446	chr8	21053031	21058031	+	0.007	35
ENSMUSG00000074447	chr8	21023530	21028530	+	0.0052	26
ENSMUSG00000074448	chr9	36534680	36539680	-	0.0046	23
ENSMUSG00000074449	chr8	20347937	20352937	-	0.0068	34
ENSMUSG00000074452	chr9	35627801	35632801	+	0.0054	27
ENSMUSG00000074454	chr8	20892696	20897696	+	0.0062	31
ENSMUSG00000074457	chr3	90537702	90542702	+	0.0126	63
ENSMUSG00000074472	chr9	22192606	22197606	+	0.0072	36
ENSMUSG00000074473	chr8	12277238	12282238	+	0.0116	58
ENSMUSG00000074476	chr9	21755372	21760372	-	0.0228	114
ENSMUSG00000074480	chr3	88534395	88539395	+	0.0214	107
ENSMUSG00000074483	chr3	88381482	88386482	-	0.0144	72
ENSMUSG00000074486	chr3	88375717	88380717	-	0.0124	62
ENSMUSG00000074489	chr3	88368179	88373179	-	0.0178	89
ENSMUSG00000074491	chr8	3711357	3716357	-	0.005	25
ENSMUSG00000074497	chr8	3369357	3374357	+	0.0068	34
ENSMUSG00000074500	chr9	18464421	18469421	-	0.0042	21
ENSMUSG00000074502	chr9	18406297	18411297	+	0.0088	44
ENSMUSG00000074505	chr9	16203237	16208237	-	0.0074	37
ENSMUSG00000074513	chr3	84536859	84541859	-	0.0086	43
ENSMUSG00000074519	chr2	178026153	178031153	+	0.0032	16
ENSMUSG00000074521	chr2	177898940	177903940	+	0.0066	33
ENSMUSG00000074527	chr2	176907659	176912659	-	0.0038	19
ENSMUSG00000074529	chr2	177911976	177916976	-	0.0076	38
ENSMUSG00000074564	chr9	3013932	3018932	+	0.0198	99
ENSMUSG00000074569	chr2	172451954	172456954	-	0.0136	68
ENSMUSG00000074570	chr2	172411275	172416275	+	0.0138	69
ENSMUSG00000074575	chr2	168268426	168273426	-	0.021	105
ENSMUSG00000074576	chr2	168229108	168234108	+	0.0592	296
ENSMUSG00000074577	chr2	167992891	167997891	-	0.0188	94
ENSMUSG00000074579	chr3	65746193	65751193	+	0.0062	31
ENSMUSG00000074582	chr2	166849320	166854320	+	0.0122	61
ENSMUSG00000074591	chr3	57672596	57677596	-	0.0078	39
ENSMUSG00000074593	chr2	164714186	164719186	+	0.0158	79
ENSMUSG00000074594	chr2	164650607	164655607	-	0.0158	79
ENSMUSG00000074595	chr2	164579983	164584983	-	0.0102	51
ENSMUSG00000074596	chr2	164569077	164574077	-	0.0122	61
ENSMUSG00000074604	chr3	51669018	51674018	+	0.0128	64
ENSMUSG00000074607	chr2	163261147	163266147	+	0.012	60
ENSMUSG00000074619	chr3	40898869	40903869	-	0.0114	57
ENSMUSG00000074622	chr2	160362884	160367884	-	0.0554	277
ENSMUSG00000074623	chr2	160320277	160325277	-	0.009	45
ENSMUSG00000074625	chr2	158529279	158534279	+	0.0142	71
ENSMUSG00000074627	chr2	157241549	157246549	-	0.007	35
ENSMUSG00000074628	chr2	157089268	157094268	+	0.0166	83
ENSMUSG00000074629	chr2	156854781	156859781	-	0.0104	52
ENSMUSG00000074634	chr13	119547049	119552049	+	0	0
ENSMUSG00000074635	chr13	119485322	119490322	-	0.0354	177
ENSMUSG00000074637	chr3	34648933	34653933	+	0.054	270
ENSMUSG00000074639	chr10	127869395	127874395	+	0.0104	52
ENSMUSG00000074643	chr2	156089403	156094403	-	0.0092	46
ENSMUSG00000074646	chr2	155988128	155993128	-	0.0206	103
ENSMUSG00000074647	chr2	155828701	155833701	-	0.0164	82
ENSMUSG00000074649	chr2	155816078	155821078	-	0.0166	83
ENSMUSG00000074650	chr13	113038272	113043272	-	0.0136	68
ENSMUSG00000074651	chr13	112994619	112999619	+	0.0204	102
ENSMUSG00000074652	chr2	155620259	155625259	+	0.0232	116
ENSMUSG00000074653	chr3	30686950	30691950	-	0.0122	61
ENSMUSG00000074655	chr3	28907170	28912170	+	0.0028	14
ENSMUSG00000074656	chr2	154879672	154884672	-	0.004	20
ENSMUSG00000074657	chr10	127242022	127247022	-	0.021	105
ENSMUSG00000074665	chr2	153948656	153953656	+	0.0066	33
ENSMUSG00000074671	chr2	153221405	153226405	-	0.016	80
ENSMUSG00000074673	chr2	152982983	152987983	+	0.0122	61
ENSMUSG00000074676	chr2	152930053	152935053	-	0.0172	86
ENSMUSG00000074677	chr3	15819336	15824336	-	0.0046	23
ENSMUSG00000074678	chr2	152620204	152625204	-	0.0128	64
ENSMUSG00000074679	chr2	152517351	152522351	+	0.0126	63
ENSMUSG00000074680	chr2	152507245	152512245	-	0.0068	34
ENSMUSG00000074681	chr2	152459337	152464337	-	0.0104	52
ENSMUSG00000074682	chr2	152410991	152415991	-	0.0476	238
ENSMUSG00000074695	chr10	118204994	118209994	+	0.0134	67
ENSMUSG00000074698	chr2	152251845	152256845	+	0.0056	28
ENSMUSG00000074704	chr2	151654468	151659468	-	0.0044	22
ENSMUSG00000074715	chr13	119636589	119641589	+	0.0104	52
ENSMUSG00000074731	chr2	150475541	150480541	-	0.0054	27
ENSMUSG00000074733	chr19	61094840	61099840	-	0.0042	21
ENSMUSG00000074734	chr10	116110290	116115290	-	0.02	100
ENSMUSG00000074735	chr2	150252554	150257554	-	0.0078	39
ENSMUSG00000074736	chr2	149914301	149919301	+	0.0038	19
ENSMUSG00000074737	chr2	149828368	149833368	-	0.0318	159
ENSMUSG00000074738	chr4	155692911	155697911	+	0.0376	188
ENSMUSG00000074739	chr2	149013984	149018984	-	0.0074	37
ENSMUSG00000074743	chr2	148403827	148408827	-	0.029	145
ENSMUSG00000074746	chr19	59318432	59323432	-	0.0086	43
ENSMUSG00000074748	chr10	112924715	112929715	-	0.0226	113
ENSMUSG00000074749	chr2	146910480	146915480	+	0.0078	39
ENSMUSG00000074754	chr2	144592210	144597210	+	0.018	90
ENSMUSG00000074764	chr2	140307280	140312280	-	0.0044	22
ENSMUSG00000074766	chr2	139715879	139720879	+	0.0042	21
ENSMUSG00000074768	chr13	93624818	93629818	-	0.012	60
ENSMUSG00000074771	chr2	136529500	136534500	+	0.0102	51
ENSMUSG00000074776	chr10	97821752	97826752	-	0.004	20
ENSMUSG00000074780	chr10	95670721	95675721	-	0.01	50
ENSMUSG00000074781	chr10	95527901	95532901	+	0.0048	24
ENSMUSG00000074785	chr10	94865350	94870350	-	0.0112	56
ENSMUSG00000074793	chr2	131134300	131139300	+	0.0112	56
ENSMUSG00000074794	chr13	80887213	80892213	+	0.011	55
ENSMUSG00000074796	chr2	130688316	130693316	-	0.0094	47
ENSMUSG00000074797	chr2	130672112	130677112	+	0.0102	51
ENSMUSG00000074802	chr10	89423895	89428895	-	0.0104	52
ENSMUSG00000074807	chr2	128964659	128969659	-	0.0344	172
ENSMUSG00000074811	chr19	46002325	46007325	+	0.0286	143
ENSMUSG00000074812	chr2	128592336	128597336	+	0.009	45
ENSMUSG00000074817	chr5	142525457	142530457	-	0.02	100
ENSMUSG00000074818	chr19	45034260	45039260	-	0.018	90
ENSMUSG00000074824	chr13	67103938	67108938	-	0.0124	62
ENSMUSG00000074825	chr2	127138607	127143607	-	0.021	105
ENSMUSG00000074826	chr13	66904575	66909575	+	0.0128	64
ENSMUSG00000074829	chr9	124299750	124304750	-	0.0038	19
ENSMUSG00000074830	chr13	66681585	66686585	-	0.0038	19
ENSMUSG00000074832	chr13	66427116	66432116	-	0.0048	24
ENSMUSG00000074837	chr2	150176780	150181780	-	0.005	25
ENSMUSG00000074847	chr13	65257682	65262682	+	0.0322	161
ENSMUSG00000074849	chr13	65033031	65038031	+	0.0044	22
ENSMUSG00000074852	chr19	43086129	43091129	-	0.0056	28
ENSMUSG00000074862	chr10	81610986	81615986	+	0.0098	49
ENSMUSG00000074865	chr13	62523013	62528013	-	0.0078	39
ENSMUSG00000074867	chr13	62180515	62185515	+	0.0054	27
ENSMUSG00000074870	chr13	61564878	61569878	-	0.0034	17
ENSMUSG00000074871	chr13	61536291	61541291	-	0.0044	22
ENSMUSG00000074872	chr2	125139765	125144765	+	0.0066	33
ENSMUSG00000074873	chr19	41592260	41597260	+	0.0134	67
ENSMUSG00000074874	chr13	60893898	60898898	-	0.0054	27
ENSMUSG00000074881	chr2	121952422	121957422	-	0.0278	139
ENSMUSG00000074882	chr19	39712444	39717444	-	0.0054	27
ENSMUSG00000074884	chr2	121451254	121456254	+	0.0064	32
ENSMUSG00000074885	chr13	56363378	56368378	+	0.0124	62
ENSMUSG00000074886	chr13	55450499	55455499	+	0.0182	91
ENSMUSG00000074890	chr2	121131980	121136980	-	0.005	25
ENSMUSG00000074892	chr16	96275330	96280330	+	0.0092	46
ENSMUSG00000074895	chr13	54783728	54788728	+	0.0132	66
ENSMUSG00000074896	chr19	34583631	34588631	+	0.0092	46
ENSMUSG00000074899	chr2	120063464	120068464	-	0.0132	66
ENSMUSG00000074909	chr19	29808187	29813187	-	0.0184	92
ENSMUSG00000074913	chr19	26884782	26889782	+	0.0102	51
ENSMUSG00000074916	chr2	118925040	118930040	+	0.023	115
ENSMUSG00000074918	chr2	118744784	118749784	+	0.0442	221
ENSMUSG00000074919	chr10	77014604	77019604	+	0.013	65
ENSMUSG00000074922	chr19	24474429	24479429	-	0.03	150
