ens_id	symbol	chr	start	end	strand
ENSMUSG00000078254	Krtap29-1	chr11	99978025	99979053	-
ENSMUSG00000055235	Wdr86	chr5	24711738	24730727	-
ENSMUSG00000005534	Insr	chr8	3122061	3279617	-
ENSMUSG00000042448	Hoxd1	chr2	74762980	74765142	+
ENSMUSG00000056054	S100a8	chr3	90668978	90670035	+
ENSMUSG00000026496	Parp1	chr1	180568924	180601254	+
ENSMUSG00000028617	Lrrc42	chr4	107233514	107253532	-
ENSMUSG00000094578	Gm3187	chr14	5484207	5492584	+
ENSMUSG00000024191	Bnip1	chr17	26781079	26792565	+
ENSMUSG00000003949	Hlf	chr11	90336536	90390895	-
ENSMUSG00000028519	Dab1	chr4	103619359	104744844	+
ENSMUSG00000017922	Prl3c1	chr13	27196659	27203749	+
ENSMUSG00000042215	Bag2	chr1	33745484	33757795	-
ENSMUSG00000003309	Ap1m2	chr9	21294275	21312337	-
ENSMUSG00000042540	Acot5	chr12	84069325	84076020	+
ENSMUSG00000055809	Dnaaf3	chr7	4522933	4532453	-
ENSMUSG00000099900	Scgb2b21	chr7	33518481	33520458	-
ENSMUSG00000049605	Olfr418	chr1	173266001	173273994	+
ENSMUSG00000031839	Hsbp1	chr8	119344488	119348922	+
ENSMUSG00000037887	Dusp8	chr7	142079490	142095843	-
ENSMUSG00000008129	4930432K21Rik	chr8	84148025	84172590	+
ENSMUSG00000018899	Irf1	chr11	53770014	53778374	+
ENSMUSG00000002240	Prr27	chr5	87825686	87846387	+
ENSMUSG00000092233	Gm20403	chr12	54986158	54986529	-
ENSMUSG00000056946	Olfr512	chr7	108713320	108714375	+
ENSMUSG00000030579	Tyrobp	chr7	30413760	30417585	+
ENSMUSG00000035021	Baz1a	chr12	54892989	55014348	-
ENSMUSG00000044985	Olfr124	chr17	37799888	37808617	+
ENSMUSG00000062651	H2al2a	chr2	17996417	17996958	-
ENSMUSG00000079180	Mptx2	chr1	173274382	173277777	-
ENSMUSG00000075061	Olfr1272	chr2	90280263	90292841	-
ENSMUSG00000063867	Olfr1511	chr14	52389794	52397379	-
ENSMUSG00000095295	Gm3488	chr14	5501674	5522927	+
ENSMUSG00000035458	Tnni3	chr7	4518305	4524229	-
ENSMUSG00000099517	Hist1h3g	chr13	23535422	23535951	+
ENSMUSG00000026317	Cln8	chr8	14881335	14901720	+
ENSMUSG00000040433	Zbtb38	chr9	96682770	96752831	-
ENSMUSG00000108605	Olfr396-ps1	chr11	73925002	73929568	+
ENSMUSG00000005553	Atp4a	chr7	30712209	30725534	+
ENSMUSG00000051200	Olfr513	chr7	108750973	108756800	+
ENSMUSG00000082361	Btc	chr5	91357261	91402994	-
ENSMUSG00000070815	Vmn1r87	chr7	13130904	13140157	-
ENSMUSG00000109859	Gm45618	chr7	142120070	142120729	-
ENSMUSG00000097853	Gm3532	chr14	5538496	5546373	+
ENSMUSG00000063106	Olfr1510	chr14	52409131	52414373	-
ENSMUSG00000038286	Bphl	chr13	34037597	34074074	+
ENSMUSG00000006356	Crip2	chr12	113140236	113145506	+
ENSMUSG00000073961	Olfr582	chr7	103038024	103044040	+
ENSMUSG00000030077	Chl1	chr6	103510586	103750211	+
ENSMUSG00000100937	1700020D05Rik	chr19	5502767	5503787	-
ENSMUSG00000027782	Kpna4	chr3	69067149	69127113	-
ENSMUSG00000078253	Krtap16-1	chr11	99984710	99986597	-
ENSMUSG00000028100	Nudt17	chr3	96706067	96708562	-
ENSMUSG00000075703	Selenoi	chr5	30232581	30272427	+
ENSMUSG00000073991	Cnbd1	chr4	18860454	19122526	-
ENSMUSG00000020988	L2hgdh	chr12	69690433	69724873	-
ENSMUSG00000064325	Hhip	chr8	79965851	80058006	-
ENSMUSG00000058618	AY761184	chr8	21702519	21703645	-
ENSMUSG00000027199	Gatm	chr2	122594467	122611303	-
ENSMUSG00000047031	Vmn1r68	chr7	10527210	10528169	-
ENSMUSG00000027799	Nbea	chr3	55625195	56183701	-
ENSMUSG00000033467	Crlf2	chr5	109554709	109558993	-
ENSMUSG00000071276	Fpr-rs7	chr17	20113210	20114226	-
ENSMUSG00000031576	Kcnu1	chr8	25849623	25937939	+
ENSMUSG00000037625	Cldn11	chr3	31149920	31164324	+
ENSMUSG00000027971	Ndst4	chr3	125404076	125728899	+
ENSMUSG00000026683	Nuf2	chr1	169497934	169531464	-
ENSMUSG00000073633	Fbxo36	chr1	84839841	84900487	+
ENSMUSG00000027335	Adra1d	chr2	131545850	131562283	-
ENSMUSG00000052382	Rnase9	chr14	51038459	51041869	-
ENSMUSG00000051951	Xkr4	chr1	3205901	3671498	-
ENSMUSG00000026554	Dcaf8	chr1	172148084	172197005	+
ENSMUSG00000005338	Cadm3	chr1	173333258	173367695	-
ENSMUSG00000020903	Stx8	chr11	67966193	68207148	+
ENSMUSG00000053877	Srcap	chr7	127511983	127561219	+
ENSMUSG00000024925	Rnaseh2c	chr19	5601873	5603439	+
ENSMUSG00000054057	A930004D18Rik	chr2	18025193	18037737	-
ENSMUSG00000000766	Oprm1	chr10	6758506	7038198	+
ENSMUSG00000021140	Pcnx	chr12	81860023	82000924	+
ENSMUSG00000049630	C1ql3	chr2	13003457	13011806	-
ENSMUSG00000074071	Fam169b	chr7	68273839	68363092	+
ENSMUSG00000001674	Ddx18	chr1	121553835	121567989	-
ENSMUSG00000021706	Zfyve16	chr13	92487108	92530868	-
ENSMUSG00000051853	Arf3	chr15	98737621	98763214	-
ENSMUSG00000056071	S100a9	chr3	90692632	90695721	-
ENSMUSG00000026219	Trip12	chr1	84721189	84840516	-
ENSMUSG00000026730	Pter	chr2	12924041	13003455	+
ENSMUSG00000028101	Pias3	chr3	96696384	96706070	+
ENSMUSG00000073016	Uprt	chrX	104482818	104507490	+
ENSMUSG00000022099	Dmtn	chr14	70601263	70636048	-
ENSMUSG00000074637	Sox2	chr3	34650405	34652461	+
ENSMUSG00000028017	Egf	chr3	129677565	129755316	-
ENSMUSG00000003299	Mrpl4	chr9	21002738	21008839	+
ENSMUSG00000015846	Rxra	chr2	27676440	27762957	+
ENSMUSG00000051721	Wdcp	chr12	4843303	4860043	+
ENSMUSG00000049323	Smcr8	chr11	60777524	60788287	+
ENSMUSG00000074497	A430078G23Rik	chr8	3353415	3390299	+
ENSMUSG00000059898	Dsc3	chr18	19960930	20002351	-
ENSMUSG00000061393	Acvr2b	chr9	119402118	119434995	+
ENSMUSG00000022051	Bnip3l	chr14	66985239	67008877	-
ENSMUSG00000020534	Shmt1	chr11	60788104	60811718	-
ENSMUSG00000108596	Itgam	chr7	128062683	128128160	+
ENSMUSG00000018796	Acsl1	chr8	46471037	46536051	+
ENSMUSG00000019970	Sgk1	chr10	21882184	21999903	+
ENSMUSG00000078252	Krtap17-1	chr11	99993234	99993994	-
ENSMUSG00000039345	Mettl22	chr16	8470788	8490684	+
ENSMUSG00000033159	Cnppd1	chr1	75134554	75142711	-
ENSMUSG00000033906	Zdhhc15	chrX	104536969	104671064	-
ENSMUSG00000099398	Ms4a14	chr19	11301249	11314454	-
ENSMUSG00000027099	Mtx2	chr2	74825803	74878431	+
ENSMUSG00000035592	Krt33a	chr11	100011195	100016212	-
ENSMUSG00000020902	Ntn1	chr11	68209364	68400823	-
ENSMUSG00000034981	Parm1	chr5	91517615	91626894	+
ENSMUSG00000030786	Itgam	chr7	128062640	128118491	+
ENSMUSG00000052707	Tnrc6a	chr7	123123885	123195296	+
ENSMUSG00000037860	Aim2	chr1	173350879	173466040	+
ENSMUSG00000032344	Mb21d1	chr9	78430526	78443237	-
ENSMUSG00000016087	Fli1	chr9	32422204	32542861	-
ENSMUSG00000031271	Serpina7	chrX	139079257	139085236	-
ENSMUSG00000038148	Cldn16	chr16	26463135	26482765	+
ENSMUSG00000024018	Ccdc167	chr17	29689378	29717012	-
ENSMUSG00000025900	Rp1	chr1	3999557	4409241	-
ENSMUSG00000059077	Pth	chr7	113385580	113388570	-
ENSMUSG00000074502	Ubtfl1	chr9	18404418	18413177	+
ENSMUSG00000094186	Gm1553	chr10	82486537	82492618	-
ENSMUSG00000053695	Defb37	chr8	18986233	18991055	-
ENSMUSG00000037872	Ackr1	chr1	173331886	173333750	-
ENSMUSG00000071275	Fpr-rs6	chr17	20182078	20183097	-
ENSMUSG00000110091	Gm39115	chr7	142135336	142136034	-
ENSMUSG00000047897	Ripply2	chr9	87015537	87019917	+
ENSMUSG00000031379	Pir	chrX	164269371	164373011	+
ENSMUSG00000053980	Gm9930	chr10	9532531	9535681	-
ENSMUSG00000096593	Vmn2r54	chr7	12615233	12636134	-
ENSMUSG00000012296	Tjap1	chr17	46257851	46283026	-
ENSMUSG00000002266	Zim1	chr7	6671269	6696450	-
ENSMUSG00000046311	Zfp62	chr11	49203292	49218816	+
ENSMUSG00000031065	Cdk16	chrX	20687954	20699880	+
ENSMUSG00000072763	5430403G16Rik	chr5	109674545	109691041	-
ENSMUSG00000032566	1700080E11Rik	chr9	105143342	105145092	-
ENSMUSG00000044067	Gpr22	chr12	31706867	31713947	-
ENSMUSG00000110061	Gm45337	chr7	142143341	142144607	-
ENSMUSG00000029885	Moxd2	chr6	40878794	40887494	-
ENSMUSG00000053790	Defb38	chr8	19023407	19026566	-
ENSMUSG00000109655	Gm29735	chr7	142156454	142157113	-
ENSMUSG00000050530	Fam171a1	chr2	3114224	3227806	+
ENSMUSG00000045969	Ing1	chr8	11555571	11563251	+
ENSMUSG00000023577	Iqcf3	chr9	106503225	106561631	-
ENSMUSG00000072762	4930522L14Rik	chr5	109735990	109751886	-
ENSMUSG00000056763	Cspp1	chr1	10037987	10136768	+
ENSMUSG00000036275	9530068E07Rik	chr11	52396428	52408728	+
ENSMUSG00000091045	Vmn2r55	chr7	12651706	12684991	-
ENSMUSG00000057723	Krt33b	chr11	100023634	100029868	-
ENSMUSG00000020546	Stxbp4	chr11	90476492	90638084	-
ENSMUSG00000024048	Myl12a	chr17	70993656	71002878	-
ENSMUSG00000020261	Slc36a1	chr11	55204350	55236330	+
ENSMUSG00000090083	Rnf8	chr17	29614790	29641664	+
ENSMUSG00000100210	Hist1h3f	chr13	23544052	23545312	+
ENSMUSG00000002996	Hbp1	chr12	31926254	31950535	-
ENSMUSG00000091670	Vmn2r105	chr17	20208230	20234872	-
ENSMUSG00000067367	Lyar	chr5	38220470	38234306	+
ENSMUSG00000091662	Vmn1r69	chr7	10578930	10613659	-
ENSMUSG00000013698	Pea15a	chr1	172196728	172206804	-
ENSMUSG00000094181	Gm21739	chrY	44232123	44264444	-
ENSMUSG00000090471	Gm4553	chr7	142164696	142165739	-
ENSMUSG00000101113	1700025B11Rik	chr15	77558239	77561892	-
ENSMUSG00000059648	Rnase11	chr14	51049451	51050163	-
ENSMUSG00000066629	Rpl36-ps3	chr12	12912022	12912336	+
ENSMUSG00000063320	1190007I07Rik	chr10	82619851	82623228	-
ENSMUSG00000040660	Cyp2b9	chr7	26173411	26210661	+
ENSMUSG00000047508	Mbd3l2	chr9	18430654	18446316	+
ENSMUSG00000025323	Sp4	chr12	118234933	118301440	-
ENSMUSG00000026480	Ncf2	chr1	152800194	152836991	+
ENSMUSG00000035203	Epn1	chr7	5080235	5098178	+
ENSMUSG00000037926	Ssh2	chr11	77216287	77460220	+
ENSMUSG00000037169	Mycn	chr12	12936093	12941914	-
ENSMUSG00000056947	Mab21l1	chr3	55782510	55785001	+
ENSMUSG00000066382	Iqcf5	chr9	106514573	106516010	+
ENSMUSG00000037138	Aff3	chr1	38177326	38664955	-
ENSMUSG00000026000	Lancl1	chr1	67000517	67038872	-
ENSMUSG00000032057	4833427G06Rik	chr9	51081115	51102078	-
ENSMUSG00000038891	Prl3b1	chr13	27241847	27249683	+
ENSMUSG00000032263	Bckdhb	chr9	83925145	84124240	+
ENSMUSG00000061974	Cldn24	chr8	47822143	47822805	+
ENSMUSG00000042203	Tbc1d22b	chr17	29549788	29606895	+
ENSMUSG00000068407	Rnase12	chr14	51056698	51057661	-
ENSMUSG00000018822	Sfrp5	chr19	42197971	42202252	-
ENSMUSG00000027674	Pex5l	chr3	32949408	33143247	-
ENSMUSG00000091656	Vmn2r106	chr17	20267547	20285430	-
ENSMUSG00000035932	Olfr750	chr14	51066301	51074435	-
ENSMUSG00000060594	Layn	chr9	51054640	51077094	-
ENSMUSG00000073197	5730507C01Rik	chr12	18514510	18535254	+
ENSMUSG00000054759	Krtap5-2	chr7	142174535	142176005	-
ENSMUSG00000043421	Hilpda	chr6	29272488	29275446	+
ENSMUSG00000037343	Taf2	chr15	55015131	55072152	-
ENSMUSG00000054894	Atp5s	chr12	69724950	69744660	+
ENSMUSG00000006360	Crip1	chr12	113146316	113153879	+
ENSMUSG00000045868	Gvin1	chr7	106156556	106215326	-
ENSMUSG00000029108	Pcdh7	chr5	57717967	58133230	+
ENSMUSG00000066101	Gm10153	chr7	142189427	142190389	-
ENSMUSG00000050613	Olfr125	chr17	37832949	37838490	+
ENSMUSG00000031730	Dhodh	chr8	109591343	109608673	-
ENSMUSG00000074500	Zfp558	chr9	18455575	18478268	-
ENSMUSG00000061577	Adgrg5	chr8	94923694	94943280	+
ENSMUSG00000032056	Btg4	chr9	51060901	51119875	+
ENSMUSG00000002324	Rec8	chr14	55618037	55625395	+
ENSMUSG00000069816	Olfr23	chr11	73936677	73942658	+
ENSMUSG00000046248	Krtap5-3	chr7	142201364	142203015	+
ENSMUSG00000006675	P4htm	chr9	108578862	108597667	-
ENSMUSG00000037335	Hand1	chr11	57828705	57832818	-
ENSMUSG00000043485	Krt34	chr11	100037347	100041554	-
ENSMUSG00000004568	Arhgef18	chr8	3393006	3456601	+
ENSMUSG00000069072	Slc7a14	chr3	31202858	31310378	-
ENSMUSG00000049176	Frmpd4	chrX	167471309	168577231	-
ENSMUSG00000024019	Cmtr1	chr17	29660595	29705979	+
ENSMUSG00000049556	Lingo1	chr9	56618475	56796468	-
ENSMUSG00000005237	Dnah2	chr11	69420809	69549110	-
ENSMUSG00000025873	Faf2	chr13	54621784	54664063	+
ENSMUSG00000025243	Slc6a20b	chr9	123590800	123632565	-
ENSMUSG00000038064	Cldn22	chr8	47824482	47825476	+
ENSMUSG00000022176	Rem2	chr14	54476100	54480431	+
ENSMUSG00000073786	Gm7579	chr7	142211859	142212590	+
ENSMUSG00000031563	Wwc2	chr8	47823959	47990924	-
ENSMUSG00000089859	Gm13769	chr2	90322200	90326360	+
ENSMUSG00000043487	Acot6	chr12	84100654	84111349	+
ENSMUSG00000026490	Cdc42bpa	chr1	179960472	180165603	+
ENSMUSG00000090015	Gm15446	chr5	109923400	109943936	+
ENSMUSG00000057329	Bcl2	chr1	106538178	106714274	-
ENSMUSG00000069274	Hist1h4f	chr13	23551258	23551648	-
ENSMUSG00000073785	Krtap5-5	chr7	142228795	142229971	-
ENSMUSG00000033632	AW554918	chr18	25168999	25467321	+
ENSMUSG00000050014	Apol10b	chr15	77584158	77596125	-
ENSMUSG00000033577	Myo6	chr9	80165031	80311729	+
ENSMUSG00000048981	Krt31	chr11	100046646	100050551	-
ENSMUSG00000039126	Prune2	chr19	16956118	17223932	+
ENSMUSG00000066191	Anks6	chr4	47015669	47057306	-
ENSMUSG00000071356	Reg3b	chr6	78370657	78373466	+
ENSMUSG00000095902	Vmn1r88	chr7	13177719	13178669	+
ENSMUSG00000110324	Gm40460	chr7	142240344	142241078	-
ENSMUSG00000073960	Olfr583	chr7	103051300	103052259	+
ENSMUSG00000051936	Prss58	chr6	40895270	40900387	-
ENSMUSG00000064213	Defa24	chr8	21734494	21735471	+
ENSMUSG00000054986	Sec14l3	chr11	4064841	4077736	+
ENSMUSG00000021876	Rnase4	chr14	51091077	51106151	+
ENSMUSG00000042250	Pglyrp4	chr3	90726906	90741517	+
ENSMUSG00000032202	Rab27a	chr9	73044854	73097629	+
ENSMUSG00000054074	Skida1	chr2	18040676	18049051	-
ENSMUSG00000040296	Ddx58	chr4	40203773	40239828	-
ENSMUSG00000066613	Zfp932	chr5	109996521	110010411	+
ENSMUSG00000071764	Olfr1320	chrX	49672333	49684825	+
ENSMUSG00000072115	Ang	chr14	51091150	51102009	+
ENSMUSG00000060188	Cxcl17	chr7	25400053	25412886	-
ENSMUSG00000056486	Chn1	chr2	73610660	73775346	-
ENSMUSG00000038172	Ttc39b	chr4	83220300	83324255	-
ENSMUSG00000074064	Mlycd	chr8	119394878	119411102	+
ENSMUSG00000107023	Gm42715	chr7	127519584	127567054	+
ENSMUSG00000054385	Ceacam2	chr7	25516042	25539857	-
ENSMUSG00000026154	Sdhaf4	chr1	23995939	24005656	-
ENSMUSG00000098374	Gm28043	chr17	29614876	29703359	+
ENSMUSG00000060487	Samd5	chr10	9622936	9675208	-
ENSMUSG00000026787	Gad2	chr2	22622205	22693874	+
ENSMUSG00000046095	Krt32	chr11	100080848	100088226	-
ENSMUSG00000025240	Sacm1l	chr9	123529759	123592600	+
ENSMUSG00000024269	Tpgs2	chr18	25127223	25169007	-
ENSMUSG00000017688	Hnf4g	chr3	3508030	3658052	+
ENSMUSG00000052565	Hist1h1d	chr13	23553262	23560686	+
ENSMUSG00000109212	Olfr126	chr17	37847483	37852057	+
ENSMUSG00000042532	Golga7b	chr19	42247574	42270348	+
ENSMUSG00000016984	Etaa1	chr11	17938756	17953875	-
ENSMUSG00000005899	Smpd4	chr16	17619354	17644828	+
ENSMUSG00000032268	Tmprss5	chr9	49081260	49117587	+
ENSMUSG00000031936	Hephl1	chr9	15051841	15112108	-
ENSMUSG00000097487	Ptges3l	chr11	101418812	101425333	-
ENSMUSG00000037482	Erv3	chr2	131853678	131859747	-
ENSMUSG00000020279	Il9r	chr11	32187541	32200279	-
ENSMUSG00000066100	Krtap5-1	chr7	142296334	142297118	-
ENSMUSG00000106715	Tmem265	chr7	127561390	127566940	+
ENSMUSG00000032872	Cyb5r4	chr9	87022014	87077774	+
ENSMUSG00000046957	Spz1	chr13	92574636	92576172	-
ENSMUSG00000034303	Ccdc15	chr9	37275835	37348432	-
ENSMUSG00000066241	Olfr514	chr7	108825065	108825997	-
ENSMUSG00000000787	Ddx3x	chrX	13280970	13294052	+
ENSMUSG00000068341	Reg3d	chr6	78375874	78378865	-
ENSMUSG00000026235	Epha4	chr1	77367185	77515088	-
ENSMUSG00000030851	Ldhc	chr7	46861203	46878142	+
ENSMUSG00000042642	Flad1	chr3	89401004	89411870	-
ENSMUSG00000042426	Dhx29	chr13	112927454	112969432	+
ENSMUSG00000062434	Olfr516	chr7	108844788	108850529	-
ENSMUSG00000057050	Olfr397	chr11	73960817	73967812	+
ENSMUSG00000039103	Nexn	chr3	152236982	152266350	-
ENSMUSG00000040016	Ptger3	chr3	157566892	157645888	+
ENSMUSG00000031700	Gpt2	chr8	85492576	85527560	+
ENSMUSG00000043727	F830045P16Rik	chr2	129458359	129536602	-
ENSMUSG00000096073	Vmn1r166	chr7	23250762	23251682	-
ENSMUSG00000040990	Sh3kbp1	chrX	159627272	159978069	+
ENSMUSG00000020476	Dbnl	chr11	5788488	5800962	+
ENSMUSG00000021557	Agtpbp1	chr13	59445742	59585227	-
ENSMUSG00000032491	Nradd	chr9	110621135	110624452	-
ENSMUSG00000096470	Gm9603	chr14	5678784	5687457	-
ENSMUSG00000060708	Bloc1s4	chr5	36747378	36748650	-
ENSMUSG00000090547	Gm8265	chr14	5630281	5633028	-
ENSMUSG00000096629	Gm3383	chr14	5607620	5807982	-
ENSMUSG00000060967	Etd	chrX	53434918	53443576	+
ENSMUSG00000075528	Aarsd1	chr11	101406839	101417615	-
ENSMUSG00000055296	Tmem245	chr4	56866923	56947437	-
ENSMUSG00000025902	Sox17	chr1	4490931	4497354	-
ENSMUSG00000044748	Defb1	chr8	21776599	21795185	+
ENSMUSG00000094682	Gm6902	chr7	23272801	23278900	-
ENSMUSG00000094370	Gm3373	chr14	5718336	5741577	-
ENSMUSG00000056910	Vmn2r107	chr17	20345425	20375772	+
ENSMUSG00000024868	Dkk1	chr19	30545863	30549665	-
ENSMUSG00000035356	Nfkbiz	chr16	55811375	55838899	-
ENSMUSG00000021703	Serinc5	chr13	92611091	92711947	+
ENSMUSG00000036552	Ermard	chr17	14978864	15064232	+
ENSMUSG00000039100	Mar-06	chr15	31455891	31531053	-
ENSMUSG00000079705	Ssxb1	chrX	8413305	8422157	+
ENSMUSG00000078173	Lenep	chr3	89400988	89402793	-
ENSMUSG00000049537	Tecrl	chr5	83278145	83355195	-
ENSMUSG00000079110	Capn3	chr2	120456019	120504913	+
ENSMUSG00000040866	Rsph6a	chr7	19054690	19074447	+
ENSMUSG00000035007	Rundc1	chr11	101425085	101435673	+
ENSMUSG00000046130	Vmn1r184	chr7	26260334	26270619	+
ENSMUSG00000029815	Malsu1	chr6	49073795	49086751	+
ENSMUSG00000022367	Has2	chr15	56665627	56694539	-
ENSMUSG00000091694	Apol11b	chr15	77633951	77643286	-
ENSMUSG00000047669	Msl3l2	chr10	56106917	56116880	+
ENSMUSG00000097239	Gm27029	chr11	101406664	101424796	-
ENSMUSG00000079516	Reg3a	chr6	78380709	78383827	+
ENSMUSG00000067370	B3galt4	chr17	33949909	33951477	-
ENSMUSG00000038122	Tbc1d32	chr10	56014293	56228689	-
ENSMUSG00000068219	Ssxb10	chrX	8327424	8336237	+
ENSMUSG00000028293	Slc35a1	chr4	34663257	34687438	-
ENSMUSG00000026643	Nmt2	chr2	3284212	3328877	+
ENSMUSG00000053007	Creb5	chr6	53287270	53700376	+
ENSMUSG00000029814	Igf2bp3	chr6	49085223	49214957	-
ENSMUSG00000045236	Krtap5-4	chr7	142303549	142304594	+
ENSMUSG00000030731	Syt3	chr7	44384102	44400187	+
ENSMUSG00000021180	Rps6ka5	chr12	100548439	100726983	-
ENSMUSG00000032375	Aph1b	chr9	66775202	66795490	-
ENSMUSG00000078672	Mup20	chr4	62050234	62054158	-
ENSMUSG00000022996	Wnt10b	chr15	98770712	98778150	-
ENSMUSG00000026743	Mllt10	chr2	18055237	18212388	+
ENSMUSG00000068218	Ssxb9	chrX	8366978	8375390	+
ENSMUSG00000035933	Cog5	chr12	31654869	31937630	+
ENSMUSG00000041046	Ramp3	chr11	6658521	6677475	+
ENSMUSG00000038349	Plcl1	chr1	55405921	55754285	+
ENSMUSG00000002108	Nr1h3	chr2	91184061	91202834	-
ENSMUSG00000015579	Nkx2-5	chr17	26838664	26841565	-
ENSMUSG00000029397	Rchy1	chr5	91948904	91963068	-
ENSMUSG00000090963	Gm17655	chr5	110046139	110072513	-
ENSMUSG00000003123	Lipe	chr7	25379527	25398710	-
ENSMUSG00000018569	Cldn7	chr11	69964779	69967885	+
ENSMUSG00000026042	Col5a2	chr1	45374321	45503282	-
ENSMUSG00000054383	Pnma1	chr12	84146131	84148489	-
ENSMUSG00000002265	Peg3	chr7	6703892	6730431	-
ENSMUSG00000042523	Dnal1	chr12	84114366	84147498	+
ENSMUSG00000033295	Ptprf	chr4	118208213	118291405	-
ENSMUSG00000079652	Fam71f2	chr6	29279593	29290680	+
ENSMUSG00000030410	Dmwd	chr7	19076227	19082776	+
ENSMUSG00000066043	Phactr4	chr4	132355923	132422489	-
ENSMUSG00000020963	Tshr	chr12	91384563	91549808	+
ENSMUSG00000029591	Ung	chr5	114130386	114139323	+
ENSMUSG00000037331	Larp1	chr11	58009064	58062034	+
ENSMUSG00000064065	Ipcef1	chr10	6885796	7052478	-
ENSMUSG00000074361	C5ar2	chr7	16234585	16244154	-
ENSMUSG00000073959	Olfr584	chr7	103081885	103088315	+
ENSMUSG00000040105	Plpp6	chr19	28963953	28966811	+
ENSMUSG00000078080	Olfr585	chr7	103097720	103098749	+
ENSMUSG00000064202	4430402I18Rik	chr19	28893042	28967800	-
ENSMUSG00000068739	Sars	chr3	108424865	108445209	-
ENSMUSG00000037358	4930578C19Rik	chrX	18414881	18461397	-
ENSMUSG00000025184	R3hcc1l	chr19	42518759	42592343	+
ENSMUSG00000008028	1700008O03Rik	chr7	44360043	44385820	-
ENSMUSG00000042197	Zfp451	chr1	33761545	33814595	-
ENSMUSG00000000308	Ckmt1	chr2	121357714	121363737	+
ENSMUSG00000019837	Gtf3c6	chr10	40247703	40258108	-
ENSMUSG00000031270	4930513O06Rik	chrX	139086243	139093405	+
ENSMUSG00000058672	Tubb2a	chr13	34074274	34078007	-
ENSMUSG00000066240	Olfr517	chr7	108867208	108872379	-
ENSMUSG00000031553	Adam3	chr8	24677225	24725852	-
ENSMUSG00000042525	4933428M09Rik	chrX	139179228	139181009	+
ENSMUSG00000074063	Osgin1	chr8	119434124	119446256	+
ENSMUSG00000061847	Defb39	chr8	19052826	19064810	-
ENSMUSG00000064109	Hcst	chr7	30417712	30419854	-
ENSMUSG00000038738	Shank1	chr7	44310253	44360572	+
ENSMUSG00000090762	Vmn2r56	chr7	12693998	12733105	-
ENSMUSG00000029752	Asns	chr6	7675169	7693254	-
ENSMUSG00000069633	Pex11g	chr8	3457105	3467680	-
ENSMUSG00000025185	Loxl4	chr19	42593982	42612813	-
ENSMUSG00000021804	Rgr	chr14	37034909	37048964	-
ENSMUSG00000043787	Defb12	chr8	19111931	19114839	-
ENSMUSG00000025917	Cops5	chr1	10024601	10038168	-
ENSMUSG00000021481	Zfp346	chr13	55105311	55134825	+
ENSMUSG00000094814	Gm21973	chr15	10325380	10373749	+
ENSMUSG00000026740	Dnajc1	chr2	18195654	18392830	-
ENSMUSG00000036095	Dgkb	chr12	37817726	38634239	+
ENSMUSG00000098754	Prn	chr2	131909957	131956130	+
ENSMUSG00000005268	Prlr	chr15	10177238	10349180	+
ENSMUSG00000073722	4931408C20Rik	chr1	26681814	26687460	-
ENSMUSG00000036931	Nfkbid	chr7	30421732	30428746	+
ENSMUSG00000027338	Prnd	chr2	131950861	131956130	+
ENSMUSG00000047155	Cyp4x1	chr4	115106323	115134281	-
ENSMUSG00000038691	Mbd3l1	chr9	18478359	18485298	+
ENSMUSG00000056155	Nanos3	chr8	84173731	84185217	-
ENSMUSG00000066268	Olfr586	chr7	103118403	103125638	-
ENSMUSG00000050058	Prm3	chr16	10790505	10790914	-
ENSMUSG00000033272	Slc35a4	chr18	36679215	36683861	+
ENSMUSG00000091151	Vmn1r224	chr17	20419163	20420059	+
ENSMUSG00000040767	Snrnp25	chr11	32205415	32208984	+
ENSMUSG00000079037	Prnp	chr2	131909928	131938429	+
ENSMUSG00000009580	Odam	chr5	87885029	87894174	+
ENSMUSG00000039742	Fam71f1	chr6	29319140	29336019	+
ENSMUSG00000021217	Tshz3	chr7	36698118	36773553	+
ENSMUSG00000024791	Cdca5	chr19	6084983	6091777	+
ENSMUSG00000110266	Gm32742	chr9	51130307	51165517	-
ENSMUSG00000033498	Strc	chr2	121363728	121387168	-
ENSMUSG00000051851	Rtl8c	chrX	53608032	53608432	+
ENSMUSG00000095629	Vmn1r89	chr7	13213020	13220657	+
ENSMUSG00000055333	Fat2	chr11	55250609	55336564	-
ENSMUSG00000079593	Gm14597	chrX	53577087	53608979	-
ENSMUSG00000006050	Sra1	chr18	36666681	36679366	-
ENSMUSG00000091539	Vmn1r238	chr18	3122492	3123412	-
ENSMUSG00000023140	Reg2	chr6	78395623	78408106	+
ENSMUSG00000074272	Ceacam1	chr7	25461707	25477603	-
ENSMUSG00000039220	Ppp1r10	chr17	35916434	35932283	+
ENSMUSG00000033213	AA467197	chr2	122636986	122641191	+
ENSMUSG00000045693	Nlrp4e	chr7	23301192	23362277	+
ENSMUSG00000005233	Spc25	chr2	69193895	69206194	-
ENSMUSG00000073028	Igkv4-71	chr6	69243158	69243688	-
ENSMUSG00000042515	Mum1l1	chrX	139210042	139238335	+
ENSMUSG00000054498	Olfr308	chr7	86318218	86325630	-
ENSMUSG00000052395	Rft1	chr14	30654360	30691317	+
ENSMUSG00000054753	AU018091	chr7	3154658	3169203	-
